invoice,invoice_date,DATE,item_type,item,AMOUNT,HOURS_UNITS,SUBTOTAL,DISCOUNT,TOTAL,membership,discount_type,day_type,day_dur
2101 MarcusFosterEduFund_rev1,2014-07-10,2014-08-09,SERVICE,SETUP_RESET,50.0,2.5,125.0,0.0,125.0,NON-MEMBER,,WEEKEND,
2101 MarcusFosterEduFund_rev1,2014-07-10,2014-08-09,SERVICE,JANITORIAL,250.0,1.0,250.0,0.0,250.0,NON-MEMBER,,WEEKEND,
2101 MarcusFosterEduFund_rev1,2014-07-10,2014-08-09,SERVICE,A/V,40.0,2.0,80.0,0.0,80.0,NON-MEMBER,,WEEKEND,
2101 MarcusFosterEduFund_rev1,2014-07-10,2014-08-09,ITEM_TOT,,,,1715.0,,1148.0,NON-MEMBER,,WEEKEND,
2101 MarcusFosterEduFund,2014-07-10,2014-08-09,SERVICE,JANITORIAL,500.0,1.0,500.0,0.1,450.0,NON-MEMBER,,WEEKEND,
2101 MarcusFosterEduFund,2014-07-10,2014-08-09,SERVICE,A/V,40.0,2.0,80.0,0.1,72.0,NON-MEMBER,,WEEKEND,
2102 Future Energy,2014-07-10,2014-09-05,ITEM_TOT,,,,,,1810.0,FULL-TIME,,WEEKDAY,
2101 MarcusFosterEduFund,2014-07-10,2014-08-09,ITEM_TOT,,,,3475.0,0.1,3127.5,NON-MEMBER,,WEEKEND,
2102 Future Energy,2014-07-10,2014-09-05,SERVICE,A/V,40.0,6.5,260.0,0.0,260.0,FULL-TIME,,WEEKDAY,
2102 Future Energy,2014-07-10,2014-09-05,OTHER,Green Room,30.0,5.0,150.0,0.0,150.0,FULL-TIME,,WEEKDAY,
2100 Brown Sugar Kitchen,2014-07-07,2014-09-08,SERVICE,SETUP_RESET,50.0,3.5,175.0,0.0,175.0,PART-TIME,,WEEKDAY,
2100 Brown Sugar Kitchen,2014-07-07,2014-09-08,SERVICE,JANITORIAL,500.0,1.0,500.0,0.0,500.0,PART-TIME,,WEEKDAY,
2100 Brown Sugar Kitchen,2014-07-07,2014-09-08,ROOM,ATRIUM,150.0,4.0,600.0,0.0,600.0,PART-TIME,,WEEKDAY,
2100 Brown Sugar Kitchen,2014-07-07,2014-09-08,ROOM,BROADWAY,225.0,4.0,900.0,0.0,900.0,PART-TIME,,WEEKDAY,
2100 Brown Sugar Kitchen,2014-07-07,2014-09-08,ITEM_TOT,,,,,,2175.0,PART-TIME,,WEEKDAY,
2098 Port Of Oakland,2014-06-27,2014-07-29,ITEM_TOT,,,,,,825.0,PART-TIME,,WEEKDAY,
2099 World Trust,2014-06-27,2014-10-02,ROOM,ATRIUM,150.0,4.5,675.0,0.26,499.5,PART-TIME,MULTIROOM,WEEKDAY,
2098 Port Of Oakland,2014-06-27,2014-07-29,SERVICE,JANITORIAL,250.0,1.0,250.0,0.0,250.0,PART-TIME,,WEEKDAY,
2098 Port Of Oakland,2014-06-27,2014-07-29,SERVICE,SETUP_RESET,50.0,2.5,125.0,0.0,125.0,PART-TIME,,WEEKDAY,
2098 Port Of Oakland,2014-06-27,2014-07-29,ROOM,BROADWAY,225.0,2.0,450.0,0.0,450.0,PART-TIME,,WEEKDAY,
2099 World Trust,2014-06-27,2014-10-02,ROOM,BROADWAY,225.0,4.5,1012.5,0.26,749.25,PART-TIME,MULTIROOM,WEEKDAY,
2099 World Trust,2014-06-27,2014-10-02,SERVICE,SETUP_RESET,75.0,1.0,75.0,0.0,75.0,PART-TIME,MULTIROOM,WEEKDAY,
2099 World Trust,2014-06-27,2014-10-02,SERVICE,SETUP_RESET,50.0,3.5,175.0,0.0,175.0,PART-TIME,MULTIROOM,WEEKDAY,
2099 World Trust,2014-06-27,2014-10-02,SERVICE,JANITORIAL,300.0,1.0,300.0,0.0,300.0,PART-TIME,MULTIROOM,WEEKDAY,
2099 World Trust,2014-06-27,2014-10-02,SERVICE,A/V,40.0,3.0,120.0,0.0,120.0,PART-TIME,MULTIROOM,WEEKDAY,
2099 World Trust,2014-06-27,2014-10-02,ITEM_TOT,,,,,,1918.75,PART-TIME,MULTIROOM,WEEKDAY,
2094 BAI - Bruce Lipton,2014-06-25,2014-07-10,ITEM_TOT,,,,,,820.0,FULL-TIME,,WEEKDAY,
2094 BAI - Bruce Lipton,2014-06-25,2014-07-10,SERVICE,A/V,40.0,3.0,120.0,0.0,120.0,FULL-TIME,,WEEKDAY,
2094 BAI - Bruce Lipton,2014-06-25,2014-07-10,SERVICE,JANITORIAL,250.0,1.0,250.0,0.0,250.0,FULL-TIME,,WEEKDAY,
2094 BAI - Bruce Lipton,2014-06-25,2014-07-10,SERVICE,SETUP_RESET,0.0,2.5,0.0,1.0,0.0,FULL-TIME,waived,WEEKDAY,
2094 BAI - Bruce Lipton,2014-06-25,2014-07-10,ROOM,BROADWAY,180.0,2.5,450.0,0.0,450.0,FULL-TIME,,WEEKDAY,
2096 BAI -Sangha in the city,2014-06-25,2014-06-29,ROOM,BROADWAY,0.0,4.0,0.0,1.0,0.0,,waived,,
2095 Prajekt,2014-06-25,Every Tuesday,ROOM,UPTOWN,40.0,2.0,80.0,0.0,560.0,FULL-TIME,,WEEKDAY,
2097 Indie Awards Dinner,2014-06-25,2014-07-08,SERVICE,SETUP_RESET,100.0,1.0,100.0,0.0,100.0,NON-MEMBER,,WEEKDAY,
2096 BAI -Sangha in the city,2014-06-25,2014-06-29,SERVICE,SETUP_RESET,0.0,3.25,0.0,1.0,0.0,,waived,,
2096 BAI -Sangha in the city,2014-06-25,2014-06-29,SERVICE,JANITORIAL,0.0,1.0,0.0,1.0,0.0,,waived,,
2096 BAI -Sangha in the city,2014-06-25,2014-06-29,SERVICE,A/V,40.0,6.0,240.0,0.0,240.0,,,,
2096 BAI -Sangha in the city,2014-06-25,2014-06-29,ITEM_TOT,,,,,,240.0,,,,
2097 Indie Awards Dinner,2014-06-25,2014-07-08,ITEM_TOT,,,,,,1345.0,NON-MEMBER,,WEEKDAY,
2097 Indie Awards Dinner,2014-06-25,2014-07-08,SERVICE,A/V,40.0,4.25,170.0,0.0,170.0,NON-MEMBER,,WEEKDAY,
2095 Prajekt,2014-06-25,8/26-10/7,ITEM_TOT,,,,,,560.0,FULL-TIME,,WEEKDAY,
2097 Indie Awards Dinner,2014-06-25,2014-07-08,SERVICE,JANITORIAL,250.0,1.0,250.0,0.0,250.0,NON-MEMBER,,WEEKDAY,
2097 Indie Awards Dinner,2014-06-25,2014-07-08,SERVICE,SETUP_RESET,50.0,1.75,87.5,0.0,87.5,NON-MEMBER,,WEEKDAY,
2097 Indie Awards Dinner,2014-06-25,2014-07-08,ROOM,BROADWAY,295.0,2.5,737.5,0.0,737.5,NON-MEMBER,,WEEKDAY,
2090 Mandela Marketplace,2014-06-23,2014-11-06,SERVICE,JANITORIAL,500.0,1.0,500.0,0.0,500.0,PART-TIME,,WEEKDAY,
2090 Mandela Marketplace,2014-06-23,2014-11-06,SERVICE,A/V,40.0,5.0,200.0,0.0,200.0,PART-TIME,,WEEKDAY,
2090 Mandela Marketplace_Final,2014-06-23,2014-11-06,SERVICE,JANITORIAL,500.0,1.0,500.0,0.0,500.0,PART-TIME,,WEEKDAY,
2090 Mandela Marketplace_Final,2014-06-23,2014-11-06,OTHER,Early Closing Fee,175.0,1.0,175.0,0.0,175.0,PART-TIME,,WEEKDAY,
2090 Mandela Marketplace_Final,2014-06-23,2014-11-06,SERVICE,SETUP_RESET,75.0,4.0,300.0,0.0,300.0,PART-TIME,,WEEKDAY,
2090 Mandela Marketplace_Final,2014-06-23,2014-11-06,ROOM,OMI,0.0,,0.0,1.0,0.0,PART-TIME,waived,WEEKDAY,
2090 Mandela Marketplace,2014-06-23,2014-11-06,ITEM_TOT,,,,,,3175.0,PART-TIME,,WEEKDAY,
2090 Mandela Marketplace_Final,2014-06-23,2014-11-06,ITEM_TOT,,,,,,2715.0,PART-TIME,,WEEKDAY,
2090 Mandela Marketplace_Final,2014-06-23,2014-11-06,SERVICE,A/V,40.0,6.0,240.0,0.0,240.0,PART-TIME,,WEEKDAY,
2093 BGC  Extended Use Fee,2014-06-23,?,ITEM_TOT,,,,,,210.0,FULL-TIME,,WEEKEND,
2090 Mandela Marketplace_Final,2014-06-23,2014-11-06,ROOM,ATRIUM,150.0,4.0,600.0,0.0,600.0,PART-TIME,,WEEKDAY,
2090 Mandela Marketplace_Final,2014-06-23,2014-11-06,ROOM,BROADWAY,225.0,4.0,900.0,0.0,900.0,PART-TIME,,WEEKDAY,
2093 BGC  Extended Use Fee,2014-06-23,?,ROOM,BROADWAY,210.0,1.0,210.0,0.0,210.0,FULL-TIME,,WEEKEND,
2090 Mandela Marketplace,2014-06-23,2014-11-06,OTHER,Early Closing Fee,175.0,1.0,175.0,0.0,175.0,PART-TIME,,WEEKDAY,
2091 Family Violence Law Center,2014-06-23,2014-09-12,ROOM,BROADWAY,205.0,4.0,820.0,0.0,820.0,PART-TIME,,WEEKDAY,
2090 Mandela Marketplace,2014-06-23,2014-11-06,ROOM,BROADWAY,225.0,4.0,900.0,0.0,900.0,PART-TIME,,WEEKDAY,
2090 Mandela Marketplace,2014-06-23,2014-11-06,ROOM,ATRIUM,150.0,4.0,600.0,0.0,600.0,PART-TIME,,WEEKDAY,
2090 Mandela Marketplace,2014-06-23,2014-11-06,SERVICE,SETUP_RESET,75.0,4.0,300.0,0.0,300.0,PART-TIME,,WEEKDAY,
2090 Mandela Marketplace,2014-06-23,2014-11-06,ROOM,UPTOWN,65.0,4.0,260.0,0.0,260.0,PART-TIME,,WEEKDAY,
2090 Mandela Marketplace,2014-06-23,2014-11-06,ROOM,OMI,0.0,,0.0,1.0,0.0,PART-TIME,waived,WEEKDAY,
2091 Family Violence Law Center,2014-06-23,2014-09-12,ROOM,ATRIUM,150.0,4.0,600.0,0.0,600.0,PART-TIME,,WEEKDAY,
2091 Family Violence Law Center,2014-06-23,2014-09-12,SERVICE,SETUP_RESET,50.0,4.0,200.0,0.0,200.0,PART-TIME,,WEEKDAY,
2091 Family Violence Law Center,2014-06-23,2014-09-12,SERVICE,JANITORIAL,250.0,1.0,250.0,0.0,250.0,PART-TIME,,WEEKDAY,
2091 Family Violence Law Center,2014-06-23,2014-09-12,ITEM_TOT,,,,,,1870.0,PART-TIME,,WEEKDAY,
2038 Misssey_org membership,2014-06-21,2014-06-21,SERVICE,A/V,40.0,6.0,240.0,0.0,240.0,,,,
2038 Misssey_org membership,2014-06-21,2014-06-21,ROOM,OMI,85.0,6.0,510.0,0.0,510.0,,,,
2038 Misssey_org membership,2014-06-21,2014-06-21,ITEM_TOT,,,,,,3850.0,,,,
2038 Misssey_org membership,2014-06-21,2014-06-21,SERVICE,JANITORIAL,200.0,,200.0,0.0,200.0,,,,
2038 Misssey_org membership,2014-06-21,2014-06-21,SERVICE,SETUP_RESET,50.0,4.0,200.0,0.0,200.0,,,,
2038 Misssey_org membership,2014-06-21,2014-06-21,ROOM,ATRIUM,130.0,6.0,780.0,0.0,780.0,,,,
2038 Misssey_org membership,2014-06-21,2014-06-21,ROOM,BROADWAY,205.0,6.0,1230.0,0.0,1230.0,,,,
2038 Misssey_org membership,2014-06-21,2014-06-21,ROOM,JINGLETOWN,115.0,6.0,690.0,0.0,690.0,,,,
2089 Vegan Soul Sunday,2014-06-19,2014-07-20,SERVICE,JANITORIAL,500.0,,500.0,0.0,500.0,,PARTNER,,
2089 Vegan Soul Sunday,2014-06-19,2014-07-20,ITEM_TOT,,,,,,1280.0,,PARTNER,,
2088 WikiStategies,2014-06-19,2014-07-19,ITEM_TOT,,,,,,685.0,NON-MEMBER,,WEEKEND,
2089 Vegan Soul Sunday,2014-06-19,2014-07-20,ROOM,OMI,0.0,,0.0,1.0,0.0,,PARTNER,,
2088 WikiStategies,2014-06-19,2014-07-19,SERVICE,SETUP_RESET,30.0,2.0,60.0,0.0,60.0,NON-MEMBER,,WEEKEND,
2088 WikiStategies,2014-06-19,2014-07-19,ROOM,MERIDIAN,125.0,5.0,625.0,0.0,625.0,NON-MEMBER,,WEEKEND,
2089 Vegan Soul Sunday,2014-06-19,2014-07-20,ROOM,BROADWAY,140.0,4.0,560.0,0.0,560.0,,PARTNER,,
2089 Vegan Soul Sunday,2014-06-19,2014-07-20,ROOM,ATRIUM,55.0,4.0,220.0,0.0,220.0,,PARTNER,,
2087 Summer Wine Event,2014-06-18,2014-07-16,ROOM,JINGLETOWN,0.0,,0.0,1.0,0.0,,waived,,
2087 Summer Wine Event,2014-06-18,2014-07-16,ROOM,OMI,0.0,,0.0,1.0,0.0,,waived,,
2087 Summer Wine Event,2014-06-18,2014-07-16,ROOM,BROADWAY,275.0,3.0,825.0,0.0,825.0,,,,
2087 Summer Wine Event,2014-06-18,2014-07-16,SERVICE,JANITORIAL,500.0,1.0,500.0,0.0,500.0,,,,
2087 Summer Wine Event,2014-06-18,2014-07-16,SERVICE,SETUP_RESET,15.0,4.5,67.5,0.0,67.5,,,,
2087 Summer Wine Event,2014-06-18,2014-07-16,ITEM_TOT,,,,,,1782.5,,,,
2087 Summer Wine Event,2014-06-18,2014-07-16,ROOM,ATRIUM,130.0,3.0,390.0,0.0,390.0,,,,
2085 P2R Graduation,2014-06-17,2014-06-21,SERVICE,SETUP_RESET,50.0,2.5,125.0,0.0,125.0,FULL-TIME,,WEEKEND,
2085 P2R Graduation,2014-06-17,2014-06-21,SERVICE,JANITORIAL,250.0,1.0,250.0,0.0,250.0,FULL-TIME,,WEEKEND,
2085 P2R Graduation,2014-06-17,2014-06-21,ROOM,BROADWAY,62.0,3.0,186.0,0.0,186.0,FULL-TIME,,WEEKEND,
2085 P2R Graduation,2014-06-17,2014-06-21,SERVICE,A/V,40.0,4.0,160.0,0.0,160.0,FULL-TIME,,WEEKEND,
2085 P2R Graduation,2014-06-17,2014-06-21,SERVICE,DRINKS,29.0,1.0,29.0,0.0,29.0,FULL-TIME,,WEEKEND,
2085 P2R Graduation,2014-06-17,2014-06-21,ITEM_TOT,,,,,,750.0,FULL-TIME,,WEEKEND,
2086 OBDC,2014-06-16,2014-07-15,ROOM,MERIDIAN,0.0,3.0,0.0,1.0,0.0,FULL-TIME,waived,WEEKDAY,
2086 OBDC,2014-06-16,2014-07-15,SERVICE,SETUP_RESET,30.0,1.0,30.0,0.0,30.0,FULL-TIME,,WEEKDAY,
2084 BuildUp,2014-06-16,2014-06-24,SERVICE,SETUP_RESET,50.0,2.5,125.0,0.0,125.0,NON-MEMBER,,WEEKDAY,
2084 BuildUp,2014-06-16,2014-06-24,SERVICE,JANITORIAL,250.0,1.0,250.0,0.0,250.0,NON-MEMBER,,WEEKDAY,
2084 BuildUp,2014-06-16,2014-06-24,SERVICE,A/V,40.0,1.0,40.0,0.0,40.0,NON-MEMBER,,WEEKDAY,
2084 BuildUp,2014-06-16,2014-06-24,ITEM_TOT,,,,,,1005.0,NON-MEMBER,,WEEKDAY,
2086 OBDC,2014-06-16,2014-07-15,ITEM_TOT,,,,,,30.0,FULL-TIME,,WEEKDAY,
2084 BuildUp,2014-06-16,2014-06-24,ROOM,BROADWAY,295.0,2.0,590.0,0.0,590.0,NON-MEMBER,,WEEKDAY,
2083 Nat Poetry Slam,2014-06-11,2014-08-08,OTHER,Entire Space,140.0,2.5,350.0,0.0,350.0,,,,
2083 Nat Poetry Slam,2014-06-11,2014-08-08,ITEM_TOT,,,,,,510.0,,,,
2083 Nat Poetry Slam,2014-06-11,2014-08-08,SERVICE,A/V,40.0,4.0,160.0,0.0,160.0,,,,
2083 Nat Poetry Slam,2014-06-11,2014-08-08,SERVICE,JANITORIAL,0.0,1.0,0.0,1.0,0.0,,waived,,
2083 Nat Poetry Slam,2014-06-11,2014-08-08,SERVICE,SETUP_RESET,0.0,2.5,0.0,1.0,0.0,,waived,,
2080 Libby Shaaf,2014-06-09,2014-06-08,SERVICE,STAFFING,50.0,17.0,850.0,0.0,850.0,NON-MEMBER,,WEEKEND,
2080 Libby Shaaf,2014-06-09,2014-06-08,SERVICE,A/V,40.0,2.5,100.0,0.0,100.0,NON-MEMBER,,WEEKEND,
2077 BALLE,2014-06-09,2014-05-17,ITEM_TOT,,,,,,1180.0,,,,
2077 BALLE,2014-06-09,2014-05-17,SERVICE,SETUP_RESET,30.0,2.0,60.0,0.0,60.0,,,,
2080 Libby Shaaf,2014-06-09,2014-06-08,ITEM_TOT,,,,,,2596.0,NON-MEMBER,,WEEKEND,
2077 BALLE,2014-06-09,2014-05-17,OTHER,Entire Space,140.0,3.5,490.0,0.0,490.0,,,,
2080 Libby Shaaf,2014-06-09,2014-06-08,OTHER,Fire Permit,757.0,1.0,757.0,0.0,757.0,NON-MEMBER,,WEEKEND,
2080 Libby Shaaf,2014-06-09,2014-06-08,SERVICE,A/V,140.0,1.0,140.0,0.0,140.0,NON-MEMBER,,WEEKEND,
2077 BALLE,2014-06-09,2014-05-17,SERVICE,JANITORIAL,450.0,1.0,450.0,0.0,450.0,,,,
2080 Libby Shaaf,2014-06-09,2014-06-08,OTHER,Furniture Rental,749.0,1.0,749.0,0.0,749.0,NON-MEMBER,,WEEKEND,
2080 Libby Shaaf,2014-06-09,2014-06-08,OTHER,2301 Venue,0.0,2.0,0.0,1.0,0.0,NON-MEMBER,waived,WEEKEND,
2082 Libby Shaaf,2014-06-09,2014-06-22,ROOM,BROADWAY,295.0,2.0,590.0,0.0,590.0,NON-MEMBER,,WEEKEND,
2082 Libby Shaaf,2014-06-09,2014-06-22,SERVICE,SETUP_RESET,50.0,3.5,175.0,0.0,175.0,NON-MEMBER,,WEEKEND,
2082 Libby Shaaf,2014-06-09,2014-06-22,SERVICE,JANITORIAL,250.0,1.0,250.0,0.0,250.0,NON-MEMBER,,WEEKEND,
2082 Libby Shaaf,2014-06-09,2014-06-22,SERVICE,A/V,40.0,2.0,80.0,0.0,80.0,NON-MEMBER,,WEEKEND,
2082 Libby Shaaf,2014-06-09,2014-06-22,ITEM_TOT,,,,,,1095.0,NON-MEMBER,,WEEKEND,
2077 BALLE,2014-06-09,2014-05-17,SERVICE,A/V,40.0,4.5,180.0,0.0,180.0,,,,
2081 BK Foundation,2014-06-06,2014-07-19,ROOM,ATRIUM,140.0,4.0,560.0,0.0,560.0,FULL-TIME,,WEEKEND,
2081 BK Foundation,2014-06-06,2014-07-19,SERVICE,SETUP_RESET,50.0,2.0,100.0,0.0,100.0,FULL-TIME,,WEEKEND,
2081 BK Foundation,2014-06-06,2014-07-19,ITEM_TOT,,,,,,990.0,FULL-TIME,,WEEKEND,
2081 BK Foundation,2014-06-06,2014-07-19,SERVICE,A/V,40.0,2.0,80.0,0.0,80.0,FULL-TIME,,WEEKEND,
2081 BK Foundation,2014-06-06,2014-07-19,SERVICE,JANITORIAL,250.0,1.0,250.0,0.0,250.0,FULL-TIME,,WEEKEND,
2058 Vital Systems Revised,2014-06-05,2014-06-05,ROOM,ATRIUM,110.0,3.0,330.0,0.0,297.0,,,,
2058 Vital Systems Revised,2014-06-05,2014-06-05,ITEM_TOT,,,,,,507.0,,,,
2058 Vital Systems Revised,2014-06-05,2014-06-05,SERVICE,JANITORIAL,150.0,1.0,150.0,0.0,150.0,,,,
2058 Vital Systems Revised,2014-06-05,2014-06-05,SERVICE,SETUP_RESET,30.0,2.0,60.0,0.0,60.0,,,,
2051 Vital Systems,2014-06-05,2014-06-05,ITEM_TOT,,,,,,457.5,,,,
2051 Vital Systems,2014-06-05,2014-06-05,SERVICE,JANITORIAL,150.0,,150.0,0.0,150.0,,,,
2051 Vital Systems,2014-06-05,2014-06-05,SERVICE,SETUP_RESET,30.0,2.0,60.0,0.0,60.0,,,,
2051 Vital Systems,2014-06-05,2014-06-05,ROOM,ATRIUM,110.0,2.5,275.0,0.0,247.5,,,,
2078 ThirdThursday,2014-06-03,2014-06-19,ROOM,BROADWAY,140.0,3.0,420.0,0.0,420.0,FULL-TIME,,WEEKDAY,
2079 Cinema Club,2014-06-03,2014-07-16,SERVICE,JANITORIAL,250.0,1.0,250.0,0.0,250.0,FULL-TIME,,WEEKDAY,
2078 ThirdThursday,2014-06-03,2014-06-19,ITEM_TOT,,,,,,770.0,FULL-TIME,,WEEKDAY,
2078 ThirdThursday,2014-06-03,2014-06-19,SERVICE,JANITORIAL,250.0,1.0,250.0,0.0,250.0,FULL-TIME,,WEEKDAY,
2078 ThirdThursday,2014-06-03,2014-06-19,SERVICE,SETUP_RESET,50.0,2.0,100.0,0.0,100.0,FULL-TIME,,WEEKDAY,
2079 Cinema Club,2014-06-03,2014-07-16,ITEM_TOT,,,,,,850.0,FULL-TIME,,WEEKDAY,
2079 Cinema Club,2014-06-03,2014-07-16,SERVICE,A/V,40.0,2.0,80.0,0.0,80.0,FULL-TIME,,WEEKDAY,
2079 Cinema Club,2014-06-03,2014-07-16,SERVICE,SETUP_RESET,50.0,2.0,100.0,0.0,100.0,FULL-TIME,,WEEKDAY,
2079 Cinema Club,2014-06-03,2014-07-16,ROOM,BROADWAY,140.0,3.0,420.0,0.0,420.0,FULL-TIME,,WEEKDAY,
2076 LNA_Beltane,2014-05-30,2014-05-17,ROOM,BROADWAY,50.0,4.0,200.0,0.0,200.0,,,,
2076 LNA_Beltane,2014-05-30,2014-05-17,SERVICE,SETUP_RESET,0.0,2.0,0.0,1.0,0.0,,waived,,
2076 LNA_Beltane,2014-05-30,2014-05-17,ITEM_TOT,,,,,,250.0,,,,
2076 LNA_Beltane,2014-05-30,2014-05-17,SERVICE,JANITORIAL,50.0,1.0,50.0,0.0,50.0,,,,
2071 KQED_FilmSalon (3),2014-05-27,2014-06-25,ROOM,BROADWAY,150.0,2.0,300.0,0.0,300.0,,,,
2071 KQED_FilmSalon (3),2014-05-27,2014-06-25,SERVICE,SETUP_RESET,50.0,2.0,100.0,0.0,100.0,,,,
2071 KQED_FilmSalon (3),2014-05-27,2014-06-25,SERVICE,JANITORIAL,100.0,1.0,100.0,0.0,100.0,,,,
2071 KQED_FilmSalon (3),2014-05-27,2014-06-25,ITEM_TOT,,,,,,500.0,,,,
2068 OpenOakland,2014-05-27,2014-05-31,SERVICE,SETUP_RESET,50.0,1.5,75.0,0.0,75.0,PART-TIME,,WEEKDAY,
2068 OpenOakland,2014-05-27,2014-05-31,ITEM_TOT,,,,,,1727.5,PART-TIME,,WEEKDAY,
2068 OpenOakland,2014-05-27,2014-05-31,ROOM,BROADWAY,255.0,5.5,1402.5,0.0,1402.5,PART-TIME,,WEEKDAY,
2069 KQED_FilmSalon,2014-05-27,2014-04-29,ITEM_TOT,,,,,,500.0,,,,
2069 KQED_FilmSalon,2014-05-27,2014-04-29,SERVICE,JANITORIAL,100.0,1.0,100.0,0.0,100.0,,,,
2069 KQED_FilmSalon,2014-05-27,2014-04-29,SERVICE,SETUP_RESET,50.0,2.0,100.0,0.0,100.0,,,,
2069 KQED_FilmSalon,2014-05-27,2014-04-29,ROOM,BROADWAY,150.0,2.0,300.0,0.0,300.0,,,,
2070 KQED_FilmSalon (2),2014-05-27,2014-05-29,ITEM_TOT,,,,,,500.0,,,,
2070 KQED_FilmSalon (2),2014-05-27,2014-05-29,SERVICE,JANITORIAL,100.0,1.0,100.0,0.0,100.0,,,,
2068 OpenOakland,2014-05-27,2014-05-31,SERVICE,JANITORIAL,250.0,1.0,250.0,0.0,250.0,PART-TIME,,WEEKDAY,
2070 KQED_FilmSalon (2),2014-05-27,2014-05-29,ROOM,BROADWAY,150.0,2.0,300.0,0.0,300.0,,,,
2070 KQED_FilmSalon (2),2014-05-27,2014-05-29,SERVICE,SETUP_RESET,50.0,2.0,100.0,0.0,100.0,,,,
2055 United Roots_Revised,2014-05-24,2014-05-24,SERVICE,DRINKS,30.0,1.0,30.0,0.0,30.0,,,,
2055 United Roots_Revised,2014-05-24,2014-05-24,ROOM,BROADWAY,140.0,7.0,980.0,0.0,980.0,,,,
2055 United Roots_Revised,2014-05-24,2014-05-24,ROOM,OMI,60.0,4.0,240.0,0.0,240.0,,,,
2055 United Roots_Revised,2014-05-24,2014-05-24,ROOM,ATRIUM,90.0,4.0,360.0,0.0,360.0,,,,
2055 United Roots_Revised,2014-05-24,2014-05-24,ROOM,DOWNTOWN,25.0,4.0,100.0,0.0,100.0,,,,
2055 United Roots_Revised,2014-05-24,2014-05-24,ROOM,MERIDIAN,0.0,4.0,0.0,1.0,0.0,,waived,,
2055 United Roots_Revised,2014-05-24,2014-05-24,SERVICE,SETUP_RESET,50.0,3.5,175.0,0.0,175.0,,,,
2039 United Roots,2014-05-24,2014-05-24,ITEM_TOT,,,,,,1830.0,,,,
2055 United Roots_Revised,2014-05-24,2014-05-24,SERVICE,JANITORIAL,0.0,,0.0,1.0,0.0,,waived,,
2055 United Roots_Revised,2014-05-24,2014-05-24,SERVICE,A/V,30.0,2.0,60.0,0.0,60.0,,,,
2055 United Roots_Revised,2014-05-24,2014-05-24,ITEM_TOT,,,,,,1945.0,,,,
2039 United Roots,2014-05-24,2014-05-24,SERVICE,JANITORIAL,0.0,,0.0,1.0,0.0,,waived,,
2039 United Roots,2014-05-24,2014-05-24,SERVICE,SETUP_RESET,50.0,3.0,150.0,0.0,150.0,,,,
2039 United Roots,2014-05-24,2014-05-24,ROOM,DOWNTOWN,25.0,4.0,100.0,0.0,100.0,,,,
2039 United Roots,2014-05-24,2014-05-24,ROOM,ATRIUM,90.0,4.0,360.0,0.0,360.0,,,,
2039 United Roots,2014-05-24,2014-05-24,ROOM,OMI,60.0,4.0,240.0,0.0,240.0,,,,
2039 United Roots,2014-05-24,2014-05-24,ROOM,BROADWAY,140.0,7.0,980.0,0.0,980.0,,,,
2067 Worksafe,2014-05-21,2014-06-27,ITEM_TOT,,,,,,940.0,NON-MEMBER,,WEEKDAY,
2067 Worksafe,2014-05-21,2014-06-27,SERVICE,SETUP_RESET,50.0,2.0,100.0,0.0,100.0,NON-MEMBER,,WEEKDAY,
2066 BlackGirlsCode,2014-05-21,6/7/14-6/8/14,ITEM_TOT,,,,,,5280.0,FULL-TIME,,WEEKDAY,
2066 BlackGirlsCode,2014-05-21,6/7/14-6/8/14,SERVICE,A/V,40.0,7.0,280.0,0.0,280.0,FULL-TIME,,WEEKDAY,
2066 BlackGirlsCode,2014-05-21,6/7/14-6/8/14,SERVICE,JANITORIAL,650.0,1.0,650.0,0.0,650.0,FULL-TIME,,WEEKDAY,
2066 BlackGirlsCode,2014-05-21,6/7/14-6/8/14,SERVICE,SETUP_RESET,50.0,7.0,350.0,0.0,350.0,FULL-TIME,,WEEKDAY,
2066 BlackGirlsCode,2014-05-21,6/7/14-6/8/14,OTHER,Entire Space,200.0,20.0,4000.0,0.0,4000.0,FULL-TIME,,WEEKDAY,
2067 Worksafe,2014-05-21,2014-06-27,ROOM,BROADWAY,295.0,2.0,590.0,0.0,590.0,NON-MEMBER,,WEEKDAY,
2067 Worksafe,2014-05-21,2014-06-27,SERVICE,JANITORIAL,250.0,1.0,250.0,0.0,250.0,NON-MEMBER,,WEEKDAY,
2064 SlowMoney Update,2014-05-16,2014-05-28,SERVICE,JANITORIAL,0.0,1.0,0.0,1.0,0.0,FULL-TIME,waived,WEEKDAY,
2064 SlowMoney Update,2014-05-16,2014-05-28,ITEM_TOT,,,,,,320.0,FULL-TIME,,WEEKDAY,
2064 SlowMoney Update,2014-05-16,2014-05-28,SERVICE,SETUP_RESET,50.0,1.0,50.0,0.0,50.0,FULL-TIME,,WEEKDAY,
2064 SlowMoney Update,2014-05-16,2014-05-28,ROOM,ATRIUM,90.0,3.0,270.0,0.0,270.0,FULL-TIME,,WEEKDAY,
2063 Joanne da Luz,2014-05-14,2014-05-28,ITEM_TOT,,,,,,157.5,FULL-TIME,,WEEKDAY,
2065 FilmUpFilmFest,2014-05-14,2014-05-28,ITEM_TOT,,,,,,157.5,FULL-TIME,,WEEKDAY,
